event_id,session_id,user_id,event_type,product_id,quantity,timestamp,region,device,campaign_source
E00000021,S00000009,U000784,add_to_cart,P00067,3.0,2024-11-01 14:38:00,North,desktop,facebook
E00000022,S00000009,U000784,add_to_cart,P00083,3.0,2024-11-01 14:35:00,North,desktop,facebook
E00000023,S00000009,U000784,purchase,P00099,2.0,2024-11-01 15:10:00,North,desktop,facebook
E00000024,S00000010,U000524,visit,,,2024-11-11 22:25:00,North,mobile,facebook
E00000025,S00000011,U000470,visit,,,2024-10-20 00:07:00,South,mobile,organic
E00000026,S00000012,U000124,visit,,,2024-12-26 21:50:00,South,desktop,organic
E00000027,S00000013,U000612,visit,,,2024-11-21 09:05:00,Central,desktop,organic
E00000028,S00000013,U000612,signup,,,2024-11-21 09:07:00,Central,desktop,organic
E00000029,S00000014,U000655,visit,,,2024-10-05 06:03:00,West,tablet,facebook
E00000030,S00000014,U000655,add_to_cart,P00008,3.0,2024-10-05 06:25:00,West,tablet,facebook
E00000031,S00000014,U000655,add_to_cart,P00056,3.0,2024-10-05 06:17:00,West,tablet,facebook
E00000032,S00000014,U000655,add_to_cart,P00006,1.0,2024-10-05 06:16:00,West,tablet,facebook
E00000033,S00000014,U000655,purchase,P00008,3.0,2024-10-05 06:55:00,West,tablet,facebook
E00000034,S00000015,U000790,visit,,,2024-12-02 18:27:00,West,mobile,google
E00000035,S00000015,U000790,add_to_cart,P00065,2.0,2024-12-02 18:44:00,West,mobile,google
E00000036,S00000015,U000790,add_to_cart,P00066,3.0,2024-12-02 18:45:00,West,mobile,google
E00000037,S00000015,U000790,purchase,P00065,2.0,2024-12-02 19:09:00,West,mobile,google
E00000038,S00000015,U000790,purchase,P00066,3.0,2024-12-02 19:15:00,West,mobile,google
E00000039,S00000016,U000236,visit,,,2024-10-01 14:33:00,Central,mobile,facebook
E00000040,S00000016,U000236,signup,,,2024-10-01 14:34:00,Central,mobile,facebook
E00000041,S00000016,U000236,add_to_cart,P00022,1.0,2024-10-01 14:56:00,Central,mobile,facebook
E00000042,S00000016,U000236,add_to_cart,P00001,1.0,2024-10-01 14:52:00,Central,mobile,facebook
E00000043,S00000016,U000236,add_to_cart,P00015,1.0,2024-10-01 14:51:00,Central,mobile,facebook
E00000044,S00000016,U000236,purchase,P00022,1.0,2024-10-01 15:31:00,Central,mobile,facebook
E00000045,S00000017,U000696,visit,,,2024-10-22 22:02:00,West,mobile,organic
E00000046,S00000017,U000696,signup,,,2024-10-22 22:06:00,West,mobile,organic
E00000047,S00000017,U000696,add_to_cart,P00050,3.0,2024-10-22 22:25:00,West,mobile,organic
E00000048,S00000018,U000550,visit,,,2024-12-01 19:04:00,Central,mobile,google
E00000049,S00000018,U000550,add_to_cart,P00069,3.0,2024-12-01 19:24:00,Central,mobile,google
E00000050,S00000018,U000550,add_to_cart,P00056,3.0,2024-12-01 19:16:00,Central,mobile,google
E00000051,S00000018,U000550,purchase,P00069,3.0,2024-12-01 19:36:00,Central,mobile,google
E00000052,S00000018,U000550,purchase,P00056,3.0,2024-12-01 19:35:00,Central,mobile,google
E00000053,S00000019,U000607,visit,,,2024-12-08 03:33:00,Central,desktop,facebook
E00000054,S00000019,U000607,signup,,,2024-12-08 03:37:00,Central,desktop,facebook
E00000055,S00000019,U000607,add_to_cart,P00087,3.0,2024-12-08 03:57:00,Central,desktop,facebook
E00000056,S00000019,U000607,add_to_cart,P00078,3.0,2024-12-08 03:47:00,Central,desktop,facebook
E00000057,S00000019,U000607,add_to_cart,P00041,2.0,2024-12-08 03:54:00,Central,desktop,facebook
E00000058,S00000020,U000663,visit,,,2024-10-02 16:27:00,East,desktop,facebook
E00000059,S00000021,U000042,visit,,,2024-11-02 18:42:00,Central,mobile,organic
E00000060,S00000021,U000042,add_to_cart,P00093,3.0,2024-11-02 18:53:00,Central,mobile,organic
E00000061,S00000021,U000042,add_to_cart,P00015,1.0,2024-11-02 18:51:00,Central,mobile,organic
E00000062,S00000022,U000601,visit,,,2024-10-02 18:49:00,East,mobile,organic
E00000063,S00000022,U000601,add_to_cart,P00065,2.0,2024-10-02 19:01:00,East,mobile,organic
E00000064,S00000022,U000601,add_to_cart,P00097,1.0,2024-10-02 19:10:00,East,mobile,organic
E00000065,S00000022,U000601,purchase,P00065,2.0,2024-10-02 19:27:00,East,mobile,organic
E00000066,S00000023,U000675,visit,,,2024-12-14 23:35:00,North,mobile,facebook
E00000067,S00000024,U000662,visit,,,2024-11-18 02:47:00,Central,tablet,organic
E00000068,S00000024,U000662,signup,,,2024-11-18 02:48:00,Central,tablet,organic
E00000069,S00000024,U000662,add_to_cart,P00054,3.0,2024-11-18 02:55:00,Central,tablet,organic
E00000070,S00000024,U000662,add_to_cart,P00013,1.0,2024-11-18 02:53:00,Central,tablet,organic
E00000071,S00000024,U000662,add_to_cart,P00021,3.0,2024-11-18 03:00:00,Central,tablet,organic
E00000072,S00000025,U000595,visit,,,2024-10-13 22:24:00,Central,desktop,email
E00000073,S00000025,U000595,signup,,,2024-10-13 22:25:00,Central,desktop,email
E00000074,S00000025,U000595,add_to_cart,P00094,2.0,2024-10-13 22:34:00,Central,desktop,email
E00000075,S00000025,U000595,purchase,P00094,2.0,2024-10-13 23:14:00,Central,desktop,email
E00000076,S00000026,U000383,visit,,,2024-10-12 08:18:00,South,mobile,facebook
E00000077,S00000026,U000383,signup,,,2024-10-12 08:21:00,South,mobile,facebook
E00000078,S00000026,U000383,add_to_cart,P00095,3.0,2024-10-12 08:35:00,South,mobile,facebook
E00000079,S00000027,U000483,visit,,,2024-12-08 02:11:00,North,tablet,organic
E00000080,S00000027,U000483,signup,,,2024-12-08 02:13:00,North,tablet,organic
E00000081,S00000028,U000132,visit,,,2024-11-22 09:57:00,Central,desktop,google
E00000082,S00000028,U000132,signup,,,2024-11-22 10:00:00,Central,desktop,google
E00000083,S00000029,U000252,visit,,,2024-10-18 14:11:00,Central,desktop,organic
E00000084,S00000030,U000338,visit,,,2024-10-09 17:26:00,Central,desktop,google
E00000085,S00000030,U000338,add_to_cart,P00056,1.0,2024-10-09 17:47:00,Central,desktop,google
E00000086,S00000030,U000338,purchase,P00056,1.0,2024-10-09 18:17:00,Central,desktop,google
E00000087,S00000031,U000786,visit,,,2024-12-10 12:03:00,East,desktop,organic
E00000088,S00000032,U000659,visit,,,2024-10-19 06:02:00,Central,mobile,email
E00000089,S00000032,U000659,signup,,,2024-10-19 06:04:00,Central,mobile,email
E00000090,S00000032,U000659,add_to_cart,P00068,1.0,2024-10-19 06:17:00,Central,mobile,email
E00000091,S00000032,U000659,add_to_cart,P00071,1.0,2024-10-19 06:25:00,Central,mobile,email
E00000092,S00000032,U000659,add_to_cart,P00023,2.0,2024-10-19 06:17:00,Central,mobile,email
E00000093,S00000033,U000408,visit,,,2024-10-01 02:12:00,Central,desktop,direct
E00000094,S00000033,U000408,signup,,,2024-10-01 02:14:00,Central,desktop,direct
E00000095,S00000033,U000408,add_to_cart,P00040,3.0,2024-10-01 02:18:00,Central,desktop,direct
E00000096,S00000033,U000408,purchase,P00040,3.0,2024-10-01 02:49:00,Central,desktop,direct
E00000097,S00000034,U000763,visit,,,2024-11-14 14:20:00,East,mobile,facebook
E00000098,S00000034,U000763,signup,,,2024-11-14 14:22:00,East,mobile,facebook
E00000099,S00000035,U000414,visit,,,2024-11-26 17:46:00,East,tablet,direct
E00000100,S00000036,U000407,visit,,,2024-11-26 10:11:00,South,desktop,organic
E00000101,S00000036,U000407,add_to_cart,P00010,2.0,2024-11-26 10:30:00,South,desktop,organic
E00000102,S00000036,U000407,add_to_cart,P00003,1.0,2024-11-26 10:30:00,South,desktop,organic
E00000103,S00000036,U000407,purchase,P00010,2.0,2024-11-26 11:05:00,South,desktop,organic
E00000104,S00000036,U000407,purchase,P00003,1.0,2024-11-26 10:45:00,South,desktop,organic
E00000105,S00000037,U000703,visit,,,2024-11-27 17:27:00,North,mobile,organic
E00000106,S00000037,U000703,signup,,,2024-11-27 17:28:00,North,mobile,organic
E00000107,S00000038,U000389,visit,,,2024-12-23 12:27:00,Central,tablet,facebook
E00000108,S00000038,U000389,signup,,,2024-12-23 12:30:00,Central,tablet,facebook
E00000109,S00000038,U000389,add_to_cart,P00017,2.0,2024-12-23 12:48:00,Central,tablet,facebook
E00000110,S00000038,U000389,add_to_cart,P00085,2.0,2024-12-23 12:33:00,Central,tablet,facebook
E00000111,S00000038,U000389,purchase,P00017,2.0,2024-12-23 13:14:00,Central,tablet,facebook
E00000112,S00000038,U000389,purchase,P00085,2.0,2024-12-23 13:24:00,Central,tablet,facebook
E00000113,S00000039,U000064,visit,,,2024-11-25 17:58:00,North,mobile,google
E00000114,S00000039,U000064,signup,,,2024-11-25 18:01:00,North,mobile,google
E00000115,S00000039,U000064,add_to_cart,P00039,1.0,2024-11-25 18:14:00,North,mobile,google
E00000116,S00000039,U000064,add_to_cart,P00035,1.0,2024-11-25 18:18:00,North,mobile,google
E00000117,S00000039,U000064,purchase,P00039,1.0,2024-11-25 18:45:00,North,mobile,google
E00000118,S00000040,U000609,visit,,,2024-12-28 21:58:00,North,mobile,organic
E00000119,S00000041,U000770,visit,,,2024-11-24 05:27:00,Central,desktop,facebook
E00000120,S00000042,U000000,visit,,,2024-12-13 09:18:00,Central,tablet,organic
E00000121,S00000042,U000000,signup,,,2024-12-13 09:22:00,Central,tablet,organic
E00000122,S00000043,U000153,visit,,,2024-12-04 16:39:00,East,mobile,google
E00000123,S00000043,U000153,add_to_cart,P00051,1.0,2024-12-04 16:52:00,East,mobile,google
E00000124,S00000043,U000153,purchase,P00051,1.0,2024-12-04 17:21:00,East,mobile,google
E00000125,S00000044,U000577,visit,,,2024-10-05 16:47:00,West,desktop,direct
E00000126,S00000044,U000577,add_to_cart,P00039,2.0,2024-10-05 16:59:00,West,desktop,direct
E00000127,S00000044,U000577,add_to_cart,P00002,1.0,2024-10-05 16:56:00,West,desktop,direct
E00000128,S00000045,U000248,visit,,,2024-12-21 14:26:00,West,desktop,organic
E00000129,S00000045,U000248,signup,,,2024-12-21 14:30:00,West,desktop,organic
E00000130,S00000046,U000400,visit,,,2024-11-20 16:04:00,West,mobile,organic
E00000131,S00000047,U000751,visit,,,2024-12-08 01:05:00,North,mobile,google
E00000132,S00000047,U000751,add_to_cart,P00096,2.0,2024-12-08 01:18:00,North,mobile,google
E00000133,S00000047,U000751,add_to_cart,P00077,2.0,2024-12-08 01:13:00,North,mobile,google
E00000134,S00000047,U000751,add_to_cart,P00048,1.0,2024-12-08 01:21:00,North,mobile,google
E00000135,S00000048,U000194,visit,,,2024-12-14 21:15:00,East,desktop,facebook
E00000136,S00000048,U000194,add_to_cart,P00074,1.0,2024-12-14 21:39:00,East,desktop,facebook
E00000137,S00000048,U000194,add_to_cart,P00018,2.0,2024-12-14 21:21:00,East,desktop,facebook
E00000138,S00000048,U000194,purchase,P00074,1.0,2024-12-14 22:13:00,East,desktop,facebook
E00000139,S00000049,U000404,visit,,,2024-11-20 18:20:00,Central,desktop,google
E00000140,S00000049,U000404,signup,,,2024-11-20 18:23:00,Central,desktop,google
E00000141,S00000049,U000404,add_to_cart,P00037,3.0,2024-11-20 18:28:00,Central,desktop,google
E00000142,S00000049,U000404,add_to_cart,P00089,3.0,2024-11-20 18:42:00,Central,desktop,google
E00000143,S00000049,U000404,purchase,P00037,3.0,2024-11-20 19:02:00,Central,desktop,google
E00000144,S00000049,U000404,purchase,P00089,3.0,2024-11-20 19:10:00,Central,desktop,google
E00000145,S00000050,U000046,visit,,,2024-11-03 16:13:00,East,desktop,direct
E00000146,S00000050,U000046,signup,,,2024-11-03 16:17:00,East,desktop,direct
E00000147,S00000050,U000046,add_to_cart,P00016,3.0,2024-11-03 16:35:00,East,desktop,direct
E00000148,S00000050,U000046,purchase,P00016,3.0,2024-11-03 17:12:00,East,desktop,direct
E00000149,S00000051,U000691,visit,,,2024-10-26 03:00:00,South,mobile,email
E00000150,S00000051,U000691,signup,,,2024-10-26 03:03:00,South,mobile,email
E00000151,S00000052,U000006,visit,,,2024-12-17 23:01:00,East,desktop,google
E00000152,S00000052,U000006,add_to_cart,P00082,2.0,2024-12-17 23:21:00,East,desktop,google
E00000153,S00000052,U000006,purchase,P00082,2.0,2024-12-17 23:49:00,East,desktop,google
E00000154,S00000053,U000713,visit,,,2024-11-07 02:50:00,North,desktop,organic
E00000155,S00000053,U000713,signup,,,2024-11-07 02:52:00,North,desktop,organic
E00000156,S00000053,U000713,add_to_cart,P00073,1.0,2024-11-07 03:07:00,North,desktop,organic
E00000157,S00000053,U000713,add_to_cart,P00086,2.0,2024-11-07 02:56:00,North,desktop,organic
E00000158,S00000053,U000713,purchase,P00073,1.0,2024-11-07 03:34:00,North,desktop,organic
E00000159,S00000053,U000713,purchase,P00086,2.0,2024-11-07 03:39:00,North,desktop,organic
E00000160,S00000054,U000066,visit,,,2024-11-13 16:12:00,South,desktop,organic
E00000161,S00000055,U000424,visit,,,2024-12-25 01:46:00,West,mobile,facebook
E00000162,S00000055,U000424,add_to_cart,P00079,3.0,2024-12-25 01:57:00,West,mobile,facebook
E00000163,S00000055,U000424,add_to_cart,P00065,2.0,2024-12-25 01:56:00,West,mobile,facebook
E00000164,S00000055,U000424,purchase,P00079,3.0,2024-12-25 02:41:00,West,mobile,facebook
E00000165,S00000056,U000709,visit,,,2024-11-25 12:05:00,West,mobile,email
E00000166,S00000056,U000709,add_to_cart,P00023,2.0,2024-11-25 12:16:00,West,mobile,email
E00000167,S00000056,U000709,add_to_cart,P00034,3.0,2024-11-25 12:12:00,West,mobile,email
E00000168,S00000056,U000709,purchase,P00023,2.0,2024-11-25 12:42:00,West,mobile,email
E00000169,S00000056,U000709,purchase,P00034,3.0,2024-11-25 12:42:00,West,mobile,email
E00000170,S00000057,U000039,visit,,,2024-10-24 22:08:00,South,desktop,facebook
E00000171,S00000057,U000039,signup,,,2024-10-24 22:09:00,South,desktop,facebook
E00000172,S00000058,U000573,visit,,,2024-12-14 03:14:00,East,tablet,facebook
E00000173,S00000058,U000573,add_to_cart,P00021,2.0,2024-12-14 03:38:00,East,tablet,facebook
E00000174,S00000058,U000573,add_to_cart,P00011,3.0,2024-12-14 03:20:00,East,tablet,facebook
E00000175,S00000058,U000573,add_to_cart,P00029,2.0,2024-12-14 03:22:00,East,tablet,facebook
E00000176,S00000058,U000573,purchase,P00021,2.0,2024-12-14 04:11:00,East,tablet,facebook
E00000177,S00000059,U000723,visit,,,2024-11-13 04:05:00,North,desktop,google
E00000178,S00000060,U000258,visit,,,2024-10-01 13:37:00,South,mobile,google
E00000179,S00000060,U000258,add_to_cart,P00066,2.0,2024-10-01 13:56:00,South,mobile,google
E00000180,S00000060,U000258,purchase,P00066,2.0,2024-10-01 14:12:00,South,mobile,google
E00000181,S00000061,U000320,visit,,,2024-10-10 11:01:00,North,mobile,email
E00000182,S00000061,U000320,signup,,,2024-10-10 11:03:00,North,mobile,email
E00000183,S00000062,U000094,visit,,,2024-12-14 14:23:00,West,tablet,direct
E00000184,S00000063,U000512,visit,,,2024-12-17 20:55:00,West,desktop,email
E00000185,S00000063,U000512,add_to_cart,P00016,1.0,2024-12-17 21:18:00,West,desktop,email
E00000186,S00000063,U000512,add_to_cart,P00070,1.0,2024-12-17 21:00:00,West,desktop,email
E00000187,S00000063,U000512,add_to_cart,P00002,3.0,2024-12-17 21:19:00,West,desktop,email
E00000188,S00000063,U000512,purchase,P00016,1.0,2024-12-17 21:54:00,West,desktop,email
E00000189,S00000064,U000573,visit,,,2024-10-14 02:20:00,Central,mobile,facebook
E00000190,S00000064,U000573,signup,,,2024-10-14 02:21:00,Central,mobile,facebook
E00000191,S00000064,U000573,add_to_cart,P00043,1.0,2024-10-14 02:38:00,Central,mobile,facebook
E00000192,S00000064,U000573,add_to_cart,P00060,1.0,2024-10-14 02:34:00,Central,mobile,facebook
E00000193,S00000065,U000636,visit,,,2024-11-09 07:38:00,North,mobile,organic
E00000194,S00000066,U000197,visit,,,2024-12-05 13:52:00,East,tablet,google
E00000195,S00000067,U000477,visit,,,2024-12-03 19:14:00,West,desktop,direct
E00000196,S00000068,U000521,visit,,,2024-11-26 00:36:00,South,mobile,google
E00000197,S00000068,U000521,add_to_cart,P00038,1.0,2024-11-26 00:51:00,South,mobile,google
E00000198,S00000068,U000521,add_to_cart,P00090,2.0,2024-11-26 00:53:00,South,mobile,google
E00000199,S00000068,U000521,purchase,P00038,1.0,2024-11-26 01:35:00,South,mobile,google
E00000200,S00000069,U000014,visit,,,2024-10-31 14:35:00,Central,desktop,google
E00000201,S00000070,U000754,visit,,,2024-12-07 11:44:00,South,desktop,organic
E00000202,S00000071,U000022,visit,,,2024-12-08 19:10:00,East,mobile,organic
E00000203,S00000071,U000022,add_to_cart,P00053,3.0,2024-12-08 19:24:00,East,mobile,organic
E00000204,S00000071,U000022,purchase,P00053,3.0,2024-12-08 19:53:00,East,mobile,organic
E00000205,S00000072,U000682,visit,,,2024-12-01 17:24:00,West,tablet,direct
E00000206,S00000072,U000682,signup,,,2024-12-01 17:27:00,West,tablet,direct
E00000207,S00000073,U000377,visit,,,2024-10-05 23:36:00,East,mobile,facebook
E00000208,S00000073,U000377,add_to_cart,P00080,2.0,2024-10-05 23:59:00,East,mobile,facebook
E00000209,S00000074,U000419,visit,,,2024-12-25 10:22:00,North,mobile,google
E00000210,S00000074,U000419,signup,,,2024-12-25 10:24:00,North,mobile,google
E00000211,S00000074,U000419,add_to_cart,P00030,3.0,2024-12-25 10:46:00,North,mobile,google
E00000212,S00000074,U000419,add_to_cart,P00024,3.0,2024-12-25 10:35:00,North,mobile,google
E00000213,S00000074,U000419,purchase,P00030,3.0,2024-12-25 10:55:00,North,mobile,google
E00000214,S00000075,U000201,visit,,,2024-11-09 14:20:00,Central,desktop,facebook
E00000215,S00000076,U000209,visit,,,2024-11-04 19:24:00,East,mobile,google
E00000216,S00000077,U000709,visit,,,2024-11-12 11:58:00,North,mobile,google
E00000217,S00000077,U000709,signup,,,2024-11-12 12:00:00,North,mobile,google
E00000218,S00000077,U000709,add_to_cart,P00021,2.0,2024-11-12 12:20:00,North,mobile,google
E00000219,S00000077,U000709,add_to_cart,P00012,2.0,2024-11-12 12:15:00,North,mobile,google
E00000220,S00000077,U000709,add_to_cart,P00069,1.0,2024-11-12 12:15:00,North,mobile,google
E00000221,S00000077,U000709,purchase,P00021,2.0,2024-11-12 12:43:00,North,mobile,google
E00000222,S00000078,U000360,visit,,,2024-10-22 17:20:00,West,mobile,google
E00000223,S00000079,U000722,visit,,,2024-11-18 06:00:00,Central,mobile,facebook
E00000224,S00000079,U000722,signup,,,2024-11-18 06:01:00,Central,mobile,facebook
E00000225,S00000079,U000722,add_to_cart,P00074,1.0,2024-11-18 06:24:00,Central,mobile,facebook
E00000226,S00000079,U000722,purchase,P00074,1.0,2024-11-18 06:38:00,Central,mobile,facebook
E00000227,S00000080,U000174,visit,,,2024-10-16 07:18:00,West,desktop,google
E00000228,S00000080,U000174,signup,,,2024-10-16 07:21:00,West,desktop,google
E00000229,S00000081,U000642,visit,,,2024-11-07 18:03:00,South,mobile,email
E00000230,S00000081,U000642,signup,,,2024-11-07 18:04:00,South,mobile,email
E00000231,S00000082,U000390,visit,,,2024-11-03 00:22:00,North,desktop,facebook
E00000232,S00000083,U000238,visit,,,2024-12-06 23:22:00,East,desktop,facebook
E00000233,S00000083,U000238,add_to_cart,P00032,3.0,2024-12-06 23:34:00,East,desktop,facebook
E00000234,S00000083,U000238,add_to_cart,P00082,1.0,2024-12-06 23:27:00,East,desktop,facebook
E00000235,S00000083,U000238,add_to_cart,P00019,3.0,2024-12-06 23:29:00,East,desktop,facebook
E00000236,S00000083,U000238,purchase,P00032,3.0,2024-12-07 00:09:00,East,desktop,facebook
E00000237,S00000083,U000238,purchase,P00082,1.0,2024-12-06 23:56:00,East,desktop,facebook
E00000238,S00000084,U000490,visit,,,2024-11-03 02:31:00,West,tablet,facebook
E00000239,S00000085,U000672,visit,,,2024-12-24 13:30:00,East,mobile,organic
E00000240,S00000085,U000672,signup,,,2024-12-24 13:32:00,East,mobile,organic
E00000241,S00000085,U000672,add_to_cart,P00031,2.0,2024-12-24 13:54:00,East,mobile,organic
E00000242,S00000085,U000672,add_to_cart,P00049,3.0,2024-12-24 13:48:00,East,mobile,organic
E00000243,S00000085,U000672,add_to_cart,P00032,2.0,2024-12-24 13:35:00,East,mobile,organic
E00000244,S00000086,U000522,visit,,,2024-11-05 17:01:00,South,mobile,google
E00000245,S00000087,U000225,visit,,,2024-10-12 19:04:00,East,desktop,direct
E00000246,S00000087,U000225,signup,,,2024-10-12 19:07:00,East,desktop,direct
E00000247,S00000088,U000058,visit,,,2024-12-25 11:23:00,North,desktop,google
E00000248,S00000088,U000058,signup,,,2024-12-25 11:24:00,North,desktop,google
E00000249,S00000089,U000358,visit,,,2024-12-20 13:08:00,East,mobile,google
E00000250,S00000090,U000041,visit,,,2024-10-26 12:33:00,South,desktop,facebook
E00000251,S00000090,U000041,signup,,,2024-10-26 12:36:00,South,desktop,facebook
E00000252,S00000090,U000041,add_to_cart,P00092,3.0,2024-10-26 12:54:00,South,desktop,facebook
E00000253,S00000091,U000645,visit,,,2024-12-15 22:52:00,South,desktop,facebook
E00000254,S00000091,U000645,signup,,,2024-12-15 22:56:00,South,desktop,facebook
E00000255,S00000091,U000645,add_to_cart,P00072,1.0,2024-12-15 23:13:00,South,desktop,facebook
E00000256,S00000092,U000633,visit,,,2024-11-22 06:09:00,South,mobile,organic
E00000257,S00000092,U000633,add_to_cart,P00018,1.0,2024-11-22 06:32:00,South,mobile,organic
E00000258,S00000092,U000633,add_to_cart,P00072,1.0,2024-11-22 06:32:00,South,mobile,organic
E00000259,S00000092,U000633,add_to_cart,P00091,3.0,2024-11-22 06:17:00,South,mobile,organic
E00000260,S00000092,U000633,purchase,P00018,1.0,2024-11-22 06:43:00,South,mobile,organic
E00000261,S00000093,U000010,visit,,,2024-11-20 20:35:00,North,mobile,facebook
E00000262,S00000093,U000010,add_to_cart,P00014,2.0,2024-11-20 20:42:00,North,mobile,facebook
E00000263,S00000093,U000010,add_to_cart,P00049,3.0,2024-11-20 20:57:00,North,mobile,facebook
E00000264,S00000093,U000010,add_to_cart,P00002,3.0,2024-11-20 20:54:00,North,mobile,facebook
E00000265,S00000094,U000068,visit,,,2024-11-23 01:54:00,South,mobile,organic
E00000266,S00000095,U000506,visit,,,2024-10-20 18:34:00,South,desktop,facebook
E00000267,S00000096,U000216,visit,,,2024-12-05 20:08:00,South,desktop,google
E00000268,S00000096,U000216,signup,,,2024-12-05 20:12:00,South,desktop,google
E00000269,S00000097,U000477,visit,,,2024-11-04 02:49:00,West,mobile,google
E00000270,S00000098,U000317,visit,,,2024-11-13 16:16:00,East,tablet,facebook
E00000271,S00000098,U000317,add_to_cart,P00092,3.0,2024-11-13 16:26:00,East,tablet,facebook
E00000272,S00000098,U000317,purchase,P00092,3.0,2024-11-13 16:50:00,East,tablet,facebook
E00000273,S00000099,U000465,visit,,,2024-12-26 04:53:00,East,mobile,direct
E00000274,S00000100,U000793,visit,,,2024-10-26 14:31:00,South,desktop,google
E00000275,S00000101,U000497,visit,,,2024-12-18 20:06:00,Central,mobile,google
E00000276,S00000101,U000497,signup,,,2024-12-18 20:07:00,Central,mobile,google
E00000277,S00000102,U000525,visit,,,2024-11-08 02:17:00,East,desktop,facebook
E00000278,S00000103,U000363,visit,,,2024-11-14 01:02:00,North,desktop,google
E00000279,S00000103,U000363,add_to_cart,P00032,3.0,2024-11-14 01:11:00,North,desktop,google
E00000280,S00000103,U000363,add_to_cart,P00000,2.0,2024-11-14 01:20:00,North,desktop,google
E00000281,S00000104,U000449,visit,,,2024-10-25 12:17:00,South,mobile,direct
E00000282,S00000104,U000449,add_to_cart,P00030,3.0,2024-10-25 12:25:00,South,mobile,direct
E00000283,S00000104,U000449,add_to_cart,P00099,3.0,2024-10-25 12:24:00,South,mobile,direct
E00000284,S00000104,U000449,add_to_cart,P00097,3.0,2024-10-25 12:28:00,South,mobile,direct
E00000285,S00000105,U000038,visit,,,2024-10-13 12:17:00,Central,mobile,email
E00000286,S00000106,U000238,visit,,,2024-12-01 20:43:00,North,mobile,google
E00000287,S00000107,U000669,visit,,,2024-12-23 04:00:00,South,desktop,organic
E00000288,S00000107,U000669,signup,,,2024-12-23 04:02:00,South,desktop,organic
E00000289,S00000107,U000669,add_to_cart,P00076,3.0,2024-12-23 04:16:00,South,desktop,organic
E00000290,S00000107,U000669,purchase,P00076,3.0,2024-12-23 04:56:00,South,desktop,organic
E00000291,S00000108,U000139,visit,,,2024-12-04 20:45:00,Central,tablet,email
E00000292,S00000108,U000139,signup,,,2024-12-04 20:46:00,Central,tablet,email
E00000293,S00000108,U000139,add_to_cart,P00045,3.0,2024-12-04 21:07:00,Central,tablet,email
E00000294,S00000108,U000139,add_to_cart,P00033,1.0,2024-12-04 20:57:00,Central,tablet,email
E00000295,S00000108,U000139,add_to_cart,P00060,1.0,2024-12-04 21:02:00,Central,tablet,email
E00000296,S00000108,U000139,purchase,P00045,3.0,2024-12-04 21:29:00,Central,tablet,email
E00000297,S00000108,U000139,purchase,P00033,1.0,2024-12-04 21:30:00,Central,tablet,email
E00000298,S00000109,U000061,visit,,,2024-12-09 06:55:00,North,desktop,facebook
E00000299,S00000110,U000365,visit,,,2024-10-04 07:19:00,South,mobile,google
E00000300,S00000110,U000365,add_to_cart,P00000,1.0,2024-10-04 07:37:00,South,mobile,google
E00000301,S00000111,U000726,visit,,,2024-10-03 23:05:00,East,desktop,facebook
E00000302,S00000112,U000215,visit,,,2024-11-30 09:34:00,East,desktop,organic
E00000303,S00000113,U000322,visit,,,2024-12-28 08:03:00,Central,mobile,email
